id;word;definition;example;tags;status;created_at;updated_at;created_by
414409d3-6b6b-487f-bbbd-41bd38a36217;implode;to violently collapse inward;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
a41485c5-e9d4-4462-a6a8-e70cdd231c64;implicit;implied but not directly stated;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
d4d054f4-d6e2-4a3e-b103-12173b34e806;incipient;just coming into being;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
79c886e8-de4d-487e-8266-4d98512f3a01;inchoate;"just begun; undeveloped";;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
5fb76577-8e28-4d2c-96a5-e4679e49c671;inadvertent;"resulting from lack of thought or attention; unintentional";;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
a647c70e-3581-4390-a958-a092787202da;incorporate;"to include; to unite in one body; to embody";;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
45c90769-8915-4764-964a-375f0c097fda;inconsequential;unimportant;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
c8dcbd9f-0310-476b-9ffe-4231a096d36f;incongruous;"out of place; inappropriate";;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
e7c3dedd-a8d6-4430-9c42-94b209dbbf5f;indigence;complete poverty;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
befdf1ff-7b23-490f-a306-262876da7d4e;indifferent;"unbiased; not interested or concerned";;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
d1440b78-a4f2-43b8-b3b6-64a455ca20f6;indeterminate;"not fixed or defined; vague";;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
a8cda1ac-6441-440f-8f5b-8f19364e555a;infelicitous;"not appropriate; awkward";;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
82f01656-5128-4e36-b30b-911213e4ee68;inert;"lacking the power to move; sluggish";;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
9f966b88-3306-474b-bfe8-8f1cb8bca5bc;indolent;"lazy; idle";;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
8aba59d2-63ae-43f4-b7db-67afb5c2ae6b;inimical;"hostile; like an enemy";;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
e3e54238-b884-4832-8514-479f62f6b3eb;inherent;existing as a natural part of something;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
4076f142-0c0b-4451-8f33-10bfded8aa9d;ingenuous;"innocent; naive; candid";;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
2e3ec6ae-f7fa-4b23-bd92-5ecdfa410f55;insinuate;"to introduce in a subtle or gradual way; to imply";;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
f125a0d5-9c7e-4eb1-9055-f68205fe3153;insensible;"unable to feel or perceive; unaware";;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
e061cbd5-56f5-4b95-bc4b-0c7989552c4d;intangible;"not tangible; incapable of being touched";;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
397decaf-f8bf-4687-beef-29b2d8366954;insularity;"isolation; narrow-mindedness";;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
b9ba3c01-678d-40cc-982b-516d325e2c71;insipid;lacking flavor or interest;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
b6413b10-041d-4a5f-9c63-24fc9e17565b;intimate;"to communicate indirectly; to hint";;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
3fcb23e7-9be5-4946-a755-3326d1959d1f;interpolate;to add words into a conversation or text;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
80655447-1c02-4243-b474-d2f93fe1baa9;intrepid;"fearless; brave";;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
a8cb215d-a439-4782-b3b4-05c8f362db3f;introspection;the act of looking inward at one's own thoughts and feelings;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
64c3a24d-31bb-4279-bd2f-b96e6bd1ff08;intransigent;refusing to compromise;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
1261a3ec-2042-4a0b-bf34-0d5cd0586ff3;invective;abusive language;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
0aa2f864-85a8-4b10-b8f2-054537f8b962;inured;accustomed to something unpleasant;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
5fb8eed1-ae2d-4214-a933-9eb1729f41cc;inundate;to flood or overwhelm;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
419d5517-d375-475e-bb88-36603e755eea;inveterate;firmly established as a habit, practice, or feeling;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
a34a3a13-be77-4c9f-a765-c079744f9fd3;inveigle;to win over or obtain through flattery;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
d35817e1-4795-4459-8c6e-47ac026ca5c4;inveigh;to protest or complain bitterly;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
f53a490d-8f89-44d8-9ce4-cf9fb4f9e053;itinerant;traveling from place to place;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
3178bc7c-3809-48dd-9a1c-06911c5eb82c;irresolute;"hesitant; indecisive";;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
ded915ce-b6ee-44ad-bb3b-59c022d35bb9;irascible;easily angered;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
02f39fcd-e752-4c53-bebb-992d73bd2dc7;juggernaut;an overwhelming force that crushes everything in its path;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
7c8cf0d9-319f-4bf5-a35b-673444b21577;jocose;"given to joke; characterized by joking";;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
62045c0e-40d8-415f-b95f-8a9dba2140a3;jaundiced;affected by bitterness, resentment, or cynicism;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
4e1ab68f-aaa9-4a2b-8a08-07a6ec336312;juxtapose;to place side by side for comparison;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
45afe77a-fc8e-42c5-bebb-a83505e0fb71;junta;a group ruling a country after having seized power;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
d169f132-2295-48c4-95c3-cc5a4c10b48a;kudos;praise earned or given for an accomplishment;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
58917ebd-e575-4276-ac50-cae4d1e97964;lascivious;"given to lust; arousing desire";;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
373d1891-95e9-4b61-974a-938c1739e9ee;lambaste;to criticize harshly;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
c22b88ff-7220-4b3e-9095-9888e8dbe5cf;laconic;"using few words; concise";;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
bcfbff67-56bb-4000-8e7e-459285ac58a0;lethargic;"sluggish; drowsy";;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
317bb6eb-22c7-4002-917b-0b31c76f1a3f;laud;to praise highly;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
32acb473-68d7-4255-b4e6-8d5341e59bd8;lassitude;"lack of energy; weariness";;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
193c4bd7-e62b-4b55-9cdc-001892292172;liberal;"characterized by generosity; not strict; tending to support political liberalism";;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
1d619d42-0e72-40b3-9770-4bfd8cd08b66;levity;"lightness in manner; lack of seriousness";;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
356d0ea4-de45-463e-9e69-b378b18adff6;levee;an embankment designed to prevent flooding;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
920b2881-3ae8-4cf3-ba5c-1462e6256c04;litany;a lengthy account or recitation;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
2e59004c-bcdb-45e0-ab57-91301e0669f7;libido;sexual drive;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
e4695df5-a4b3-460f-a56a-ed58e025a095;libertine;"a free thinker; one unbound by convention or morality";;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
d94a30d9-ad35-4576-9cb4-2910426ff1e0;lucid;"clear; easily understood";;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
6309c612-fb17-4b09-bf22-d15e2dd9212b;log;a record of a voyage or of other events or activities;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
7673c70a-1088-4cbe-94c4-c8e851094654;lustrous;"radiantly glowing; bright and shiny";;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
a7dafc09-153c-4d6a-a550-37df52a32386;luminous;"giving off light; bright";;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
b50178df-b39c-4947-b2e4-dbec2a44106e;magnanimity;nobility of a courageous spirit and noble mind;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
fa3f14a7-c146-4f98-8b6c-005a3dfc9818;machination;an artful or scheming act or design aimed at an evil purpose;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
71c35f90-da15-477f-9348-df0babeede0e;machiavellian;characterized by cunning and deceit;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
00ef0ac6-ba36-417f-bcd2-d8f03318ce90;malinger;to pretend illness in order to avoid an obligation or work;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
e736914f-e3b9-48f7-9868-4fbcf44c4461;malign;"to speak evil of; to slander";;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
659277f3-634c-4236-83d3-bcd5615d617a;malevolent;characterized by ill will or hatred;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
29321deb-475d-4aaa-a154-4a99df6fa84d;maverick;an independent-minded person;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
05ecb8b8-cd47-47bb-923d-7e6647dbe4f9;martial;relating to war or military life;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
6a330bd8-e6dd-4007-a1cc-726e139feb35;malleable;"capable of being shaped; adaptable";;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
6482ec47-613a-463f-8f9e-9c648cf3b8ff;mendacious;"lying; dishonest";;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
43068993-be94-497b-9c24-638b707091ca;menagerie;"a collection of animals or the place where they are exhibited; a varied group";;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
403e99c9-c242-4625-b307-d460a3e077fc;metamorphosis;a complete change of form, structure, or substance;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
97d24ad8-07b5-4672-b026-e2ba796d8952;mesmerize;"to hypnotize; to fascinate";;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
c36c7f81-c5b3-49f4-8af0-9c8d306b4975;minuscule;"extremely small; tiny";;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
e6812dfe-8eac-4486-b705-9ed9f156f532;militate;to work against or fight;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
872030ed-e49a-4abc-b198-7e0c6a685daf;mettle;"quality of spirit or temperament; courage";;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
21a27c76-ca29-4895-820d-e11827578727;misogynist;a person who hates or distrusts women;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
1b847f52-8a95-4dc7-a607-2058eefaa7c0;miscellany;"a collection of different writings; a varied group";;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
a15e7c68-674e-42ef-9880-25542c6b6c4a;misanthrope;one who hates or distrusts humanity;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
d911fbbf-e97e-40d6-a1cb-23d039906c96;mollify;"to soothe; to calm";;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
344b3ebd-3f16-4d21-81b3-7a2299363c89;mnemonic;assisting or intended to assist memory;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
824d5c2e-4302-40ca-a369-c729540dee1e;mitigate;to make less severe;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
3e6be199-7281-400b-bd29-7fb9b7b3d235;mundane;"ordinary; commonplace";;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
35b2a61a-7215-42b9-afe7-58dfcdc954fb;morose;"gloomy; sullen";;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
7793d6d1-bb27-4714-8e6b-bb03a76b7566;monolithic;"constituting one giant whole; massive and uniform";;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
e7b607d3-a957-450a-ad9a-830790e3d883;negate;"to deny the truth or existence of; to make ineffective";;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
312895f6-6825-4f2c-aa05-b8f1b6a61804;nebulous;"vague; unclear";;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
f4c7f98b-440c-4bf3-ad27-db32301a71dc;nascent;coming into existence;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
57587077-5777-48d2-ac3e-ccbfa8ed795f;nostalgia;longing for the past;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
96ab2df1-cd5e-4f6e-98c4-3553e6eae6d4;neophyte;"a beginner; novice";;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
2369c913-c64f-4922-8f9c-5d8f40a8a8b3;neologism;a new word or expression;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
a36a9d16-2635-45f3-91a7-ef2441db338d;noxious;harmful or corrupting;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
81ae7557-115b-49a9-9f70-a538c8d8a14d;obsequious;excessively compliant or submissive;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
5517b2aa-7e2b-4ae8-94af-a7271c9437b1;obfuscate;to make unclear or confusing;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
327a4011-aadb-43ac-8bec-5fe0a34020c4;obdurate;stubbornly persistent in wrongdoing;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
fc821e27-4adb-46ea-921b-87eb667c87d8;obviate;to make unnecessary;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
53c8289d-4e90-4d26-89af-8b183580ef6a;obtuse;lacking quickness or insight in perception or intelligence;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
77e50edc-fbc1-43ba-9043-32885ec489b6;obstinate;stubbornly refusing to change;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
cdbc1daf-b86a-43fb-9d72-d8561696a0b1;officious;"meddlesome; offering unwanted advice";;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
2783e807-64f9-486e-87c9-0d6f5ddea230;odious;causing or deserving of hatred;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
0f1b4219-d44c-4700-9e21-a24fa0e8018c;occlude;to block or obstruct;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
bd24a54e-d712-4e19-b548-162d6e838ace;opprobrium;"harsh criticism; disgrace";;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
14cf9588-1ba1-422c-b13e-c27eded216c9;opaque;"not transparent; unclear";;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
276943c7-f0c5-4508-8264-4d7ce64e310d;onerous;"burdensome; oppressive";;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
7c6c5b51-e150-4f4d-a0e2-c04f8fdd3ddc;ostentatious;"showy; pretentious";;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
46073727-0def-4b62-b782-ff51e694c2ee;oscillate;to swing back and forth;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
73d71685-f4e6-423a-8a2f-5f613061aff0;paragon;a model of excellence;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
8aaecf18-c7d6-4e09-91ef-581bff61b3e9;pallid;"lacking color or energy; pale";;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
e94567f5-038f-4cd1-8d5b-8a7a13f11a92;paean;a song of praise, thanksgiving, or triumph;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
992d5483-60ee-44f6-8e7d-9b93c4508c40;pathological;"caused by disease; compulsive";;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
6224eaca-ef48-47ac-a133-32493345bfba;partisan;a strong supporter of a party or cause;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
c663f2f2-429c-480d-b75b-77fa2995ac54;parody;an imitation of literature, music, theater, or film for humorous or satirical effect;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
19f11d2c-6efc-4df9-adb4-49fda5e2bb03;pedantic;"showing off learning; overly concerned with details";;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
3475360b-aa3c-44c5-9bbb-95a62e970993;pedagogy;the art or science of teaching;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
5c98c156-b021-4a1f-8324-87897b26cbc0;paucity;"scarcity; a lack of";;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
0fbdfff6-5974-41d8-8432-57363d8e221d;peremptory;"allowing of no contradiction; characterized by arrogance";;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
47ac752a-3fd7-41d5-aec4-9d0f64d396c7;penury;extreme poverty;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
6cfdcbe9-c523-41d6-aa06-f54e509c05f5;penchant;a strong liking or preference;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
727a9fa4-1e52-412d-90fe-e265ecae22c0;perfunctory;"done without care; superficial";;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
54148825-c893-4776-b60f-0c421ac4ee20;perfidy;an act of disloyalty or treachery;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
bf7b15eb-78de-442a-8e4b-13e69a5de9c7;perennial;"lasting for a long time; enduring";;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
2c3c4739-a7ba-4807-b5ae-9bef2b487f56;perspicacious;extremely perceptive;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
81052277-994c-4c7b-a0dd-5c0a708f7118;pernicious;"deadly; extremely harmful";;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
776d1505-f599-4269-8c35-9dee771723d3;pervade;to become spread throughout;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
7b184e87-1557-4881-8799-af89ceb83489;recant;to withdraw a statement;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
1d6bed12-fd09-4b8a-aef8-fd883cf5b72a;peruse;to read carefully and thoroughly;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
6f6561c7-55aa-48a8-ba9a-442fe4283b46;perturb;to disturb mentally;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
90154574-8b8d-4c51-8eb3-2a47f63a9655;pious;characterized by religious devotion or conspicuous virtue;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
badc0900-ac21-428c-988c-7afc4cc6a624;petulant;childishly irritable;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
8c513082-4bf0-4e68-b0b6-b7eebab73400;pithy;concise and meaningful;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
395707eb-90d3-433c-86d1-8646f53e1f57;pirate;to take or reproduce without the right to do so;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
d3a0e9f3-7145-46ec-b319-aac6d431e2fb;pine;"to long painfully; to waste away from grief";;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
217b5694-bd3a-4ca5-985e-2e4defb44503;plasticity;the quality of being able to be changed or molded;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
47adafe3-9604-437c-a782-cfc5f0597c8a;plaintive;expressing sorrow;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
2d5ab858-c0a1-4cef-9923-c997440a630b;placate;to calm or soothe;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
ab81f674-04a6-4f7f-a170-01d11660af9e;plummet;to fall or drop sharply and suddenly;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
84c1ea00-2bbd-44c9-919f-7c351a012f6d;plethora;an excess or overabundance;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
49d7d38c-b8b1-48d9-a879-31fd7369d170;platitude;a trite or obvious remark;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
0528cf2f-3da5-4ad2-9fbb-5f6da69d9d14;porous;"having pores; permeable to fluids";;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
a627d33d-1c49-49cb-a6a9-01df2805474a;polemical;"controversial; tending toward disputes";;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
e6c9519d-0006-4d31-905f-0f0c847e495d;precipitate;to cause to happen suddenly;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
0afacf62-f9fb-4f2f-95e2-386fbb8d742d;precarious;"uncertain; dangerously unstable";;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
87365678-fcaa-4e0d-90f8-19c0902e8cbc;prattle;to talk or babble childishly;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
216071ff-18a5-4912-9ddd-b2a192c2456b;preen;"to groom; to dress smartly; to congratulate oneself";;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
0b50b788-5511-4dc7-a11f-003fcd3a69cb;predilection;a preference or liking;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
0abf1dff-9ff8-435a-92e3-f798f4e8cde0;precursor;"a forerunner; predecessor";;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
13ccda57-ad7d-4134-88b8-a6c9d7338fc3;presumptuous;"overconfident; arrogant";;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
e504f8c0-02af-4e3c-86e7-a7b9af1041cc;prescience;foreknowledge, either through divine means or normal human anticipation;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
125eb957-c2c5-41b2-be6a-abf06b781a9e;premonition;a feeling of anticipation of a future event;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
33f64fd8-5031-43bf-9454-b83dccc6c1dd;probity;"integrity; honesty";;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
0533daee-6dfe-46d3-a45b-f90fce037535;pristine;"pure; unspoiled";;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
baa23d65-90b4-4a93-ac74-63be5aef0cfc;prevaricate;to lie or speak evasively;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
8ebd7688-0076-4f85-9228-0e3811b544c8;prodigal;wastefully extravagant;;"[""GRE""]";new;2026-01-26 11:19:23.30611+00;2026-01-26 11:19:23.30611+00;
